index,start_time,end_time,original_telugu,transliteration
2764,"01:44:59,423","01:45:02,514",బావున్నావా పెద్దమ్మ అరే నేనే నీ పెద్దమ్మరా అని చెప్పాలి కదా పెద్దమ్మ,baavunnaavaa pedhdhamma are nene nee pedhdhammaraa ani cheppaali kadhaa pedhdhamma
2765,"01:45:02,564","01:45:02,904",కోమల్ లాడు,komal laadu
2766,"01:45:03,444","01:45:05,274",అయినా నేను నీకు తెలుసు నువ్వు నాకు తెలుసు సుట్టరికంలోనే,ayinaa nenu neeku thelusu nuvvu naaku thelusu suttarikamlone
2767,"01:45:05,583","01:45:05,934",దాపరికాలా,dhaaparikaalaa
2768,"01:45:08,484","01:45:08,724",రేయ్,rey
2769,"01:45:09,423","01:45:09,703",ఇక్కడిరా,ikkadiraa
2770,"01:45:11,804","01:45:12,203",రేయ్,rey
2771,"01:45:13,323","01:45:14,344",ఇక్కడ పెద్దమ్మ కూర్చుంది,ikkada pedhdhamma koorchundhi
2772,"01:45:15,163","01:45:17,334",మీరు ఆడుకునేది ఉంటే అక్కడనే ఇక్కడ ఆడుకునేది లేదు అర్థమవుతుందా,meeru aadukunedhi unte akkadane ikkada aadukunedhi ledhu arthamavuthundhaa
2773,"01:45:17,724","01:45:18,434",అక్కడే ఆడుకుంటున్నాం,akkade aadukuntunnaam
2774,"01:45:18,604","01:45:19,414",కదా మాటకి,kadhaa maataki
2775,"01:45:20,083","01:45:22,284",మాట మా సమాధానం చెప్తుర్రేం రా ఆ ఆ,maata maa samaadhaanam chepthurrem raa aa aa
2776,"01:45:38,743","01:45:39,374",ఆకలి వేస్తుంది,aakali vesthundhi
2777,"01:45:39,743","01:45:40,283",Can we eat,Can we eat
2778,"01:45:41,543","01:45:43,844",మీరు తినే ముందు మీ కడుపు నిండిపోయే సర్ప్రైజ్ ఒకటి,meeru thine mundhu mee kadupu nindipoye sarpa్raij okati
2779,"01:45:44,363","01:45:44,684",ఆ ఓకేనా,aa okenaa
2780,"01:45:45,184","01:45:45,524",ready,ready
2781,"01:45:46,264","01:45:46,684",one,one
2782,"01:45:47,304","01:45:48,914",two three అటు చూడండి,two three atu choodandi
2783,"01:45:58,043","01:45:58,963",What's your package man,What's your package man
2784,"01:45:59,524","01:46:00,844",Eight point two In IMDb,Eight point two In IMDb
2785,"01:46:01,304","01:46:01,463",No,No
2786,"01:46:02,054","01:46:02,833",IBM Are,IBM Are
2787,"01:46:02,884","01:46:05,314",you missing D No jute its IBM,you missing D No jute its IBM
2788,"01:46:05,604","01:46:06,213",its a company,its a company
2789,"01:46:06,463","01:46:07,034",I see,I see
2790,"01:46:07,224","01:46:10,354",how much TDS you are going to pay I think it links with GST,how much TDS you are going to pay I think it links with GST
2791,"01:46:12,054","01:46:12,743",ఉమ్ చూసారా,um choosaaraa
2792,"01:46:12,863","01:46:13,283",అండి వాళ్ళని,andi vaallani
2793,"01:46:13,743","01:46:16,233",గోడల మీద చిల్లరొల్లు తిరి వాళ్ళకి వీళ్ళకి లింకులు పెట్టే దగ్గర,godala meedha chillarollu thiri vaallaki veellaki linkulu pette dhaggara
2794,"01:46:16,283","01:46:16,934",నుండి TDS,nundi TDS
2795,"01:46:17,163","01:46:19,173",GST కి లింకులు పెట్టే లెవెల్ కి ఎదిగిపోయారు వీళ్ళు,GST ki linkulu pette level ki yedhigipoyaaru veellu
2796,"01:46:19,463","01:46:20,014",వాళ్ళు మారిపోయారండి,vaallu maaripoyaarandi
2797,"01:46:21,163","01:46:23,954",వాళ్ళు మారితే నాకేం వస్తుంది రా TDS కూడా రాదు,vaallu maarithe naakem vasthundhi raa TDS koodaa raadhu
2798,"01:46:24,423","01:46:25,734",అయ్యో అట్లా కాదు రేయ్,ayyo atlaa kaadhu rey
2799,"01:46:26,344","01:46:26,794",ఇటు రండ్రా,itu randraa
2800,"01:46:27,384","01:46:27,954",రండి అది,randi adhi
2801,"01:46:34,543","01:46:34,894",మేము,memu
2802,"01:46:35,264","01:46:36,754",ఇంత ముందులా కాదండి ఇప్పుడు చాలా మారిపోయినాము,intha mundhulaa kaadhandi ippudu chaalaa maaripoyinaamu
2803,"01:46:37,543","01:46:39,054",మేము ముగ్గురం ఇప్పుడు పెళ్లిళ్లు పేరెంటాలు,memu mugguram ippudu pellillu perentaalu
2804,"01:46:39,764","01:46:41,073",ఆ మీ పెళ్ళికి మమ్మల్ని పిలుస్తా రా,aa mee pelliki mammalni pilusthaa raa
2805,"01:46:41,604","01:46:42,673",నా పెళ్ళికి వీడినే పిలవను,naa pelliki veedine pilavanu
2806,"01:46:43,184","01:46:44,064",మిమ్మల్ని ఎందుకు పిలుస్తా,mimmalni yendhuku pilusthaa
2807,"01:46:45,423","01:46:46,854",అయ్యో మీరు తప్పుగా అర్థం చేసుకున్నారండి,ayyo meeru thappugaa artham chesukunnaarandi
2808,"01:46:47,184","01:46:49,713",వీడు fifth class లో చాలా emotional sixth class కొంచెం emotions,veedu fifth class lo chaalaa emotional sixth class konchem emotions
2809,"01:46:49,764","01:46:50,434",తగ్గినయి అనిపించింది,thagginayi anipinchindhi
2810,"01:46:50,884","01:46:51,954",tenth class లో మళ్ళీ పుంజుకున్నాడు,tenth class lo mallee punjukunnaadu
2811,"01:46:52,363","01:46:53,434",వాడు కోమలు కాదు మేడం,vaadu komalu kaadhu medam
2812,"01:46:53,804","01:46:54,154",emotional,emotional
2813,"01:46:54,863","01:46:56,623",ఔను ఔను కోమలు చాలా emotional,aunu aunu komalu chaalaa emotional
2814,"01:46:57,224","01:46:57,623",ఇప్పుడు,ippudu
2815,"01:46:58,243","01:46:58,854",చెల్లి వెళ్ళిపోతుంటే,chelli vellipothunte
2816,"01:46:59,404","01:47:00,134",ఎంత ఏడుస్తాడో,yentha yedusthaado
2817,"01:47:01,064","01:47:02,094",వీణ్ణి ఎలా ఓదార్చాలో,veenni yelaa odhaarchaalo
2818,"01:47:03,233","01:47:03,963",తలుచుకుంటేనే నాకు,thaluchukuntene naaku
2819,"01:47:04,524","01:47:04,874",ఉమ్,um
2820,"01:47:06,554","01:47:07,123",వెళ్ళొస్తాను ఆంటీ,vellosthaanu aantee
2821,"01:47:08,524","01:47:09,654",ఇంట్లో ఏదన్నా మాడిపోతే,intlo yedhannaa maadipothe
2822,"01:47:10,224","01:47:10,574",పరిగెత్తుకుంటూ,parigeththukuntoo
2823,"01:47:10,923","01:47:11,274",వచ్చి,vachhi
2824,"01:47:11,703","01:47:12,054",ఆంటీ,aantee
2825,"01:47:12,404","01:47:13,314",ఇంట్లో ఏదో మాడిపోతుంది,intlo yedho maadipothundhi
2826,"01:47:13,884","01:47:14,494",అని చెప్పేదానివి,ani cheppedhaanivi
2827,"01:47:15,283","01:47:16,494",ఇప్పుడు ఏదన్నా మాడిపోతే,ippudu yedhannaa maadipothe
2828,"01:47:17,094","01:47:18,254",ఎవరు వచ్చి చెప్తారమ్మా,yevaru vachhi chepthaarammaa
2829,"01:47:21,634","01:47:22,404",వెళ్ళొస్తా పెద్దమ్మ,vellosthaa pedhdhamma
2830,"01:47:23,644","01:47:24,774",నేను first time పోజంపల్లి,nenu first time pojampalli
2831,"01:47:25,003","01:47:25,594",చీర కట్టినప్పుడు,cheera kattinappudu
2832,"01:47:25,823","01:47:26,434",చాయ్ వార్వోసినవే,chaay vaarvosinave
2833,"01:47:27,644","01:47:28,264",అప్పుడు ఏడ్చినా,appudu yedchinaa
2834,"01:47:28,863","01:47:29,734",మళ్ళా ఇప్పుడు ఏడుస్తున్నా,mallaa ippudu yedusthunnaa
2835,"01:47:34,344","01:47:34,604",రేయ్,rey
2836,"01:47:35,184","01:47:36,554",ఏందిరా ఒక్కొక్కళ్ళు dialogue లు ఇరగదీస్తుర్రు,yendhiraa okkokkallu dialogue lu iragadheesthurru
2837,"01:47:37,444","01:47:39,554",అంటే ఏడవడం okay dialogue కూడా important ఆ,ante yedavadam okay dialogue koodaa important aa
2838,"01:47:40,123","01:47:42,554",ఏడవకపోయినా పర్లేదు అన్న dialogue important అక్కమ్మా,yedavakapoyinaa parledhu anna dialogue important akkammaa
2839,"01:47:43,913","01:47:44,764",చిన్నప్పుడు పాలల్లో,chinnappudu paalallo
2840,"01:47:44,823","01:47:47,014",పెరుగు తోడు కోసం ఎప్పుడూ మా ఇంటికి వచ్చేదానివి,perugu thodu kosam yeppudoo maa intiki vachhedhaanivi
2841,"01:47:47,944","01:47:49,354",ఇప్పుడు తోడు దొరికిందని వెళ్ళిపోతున్నావా,ippudu thodu dhorikindhani vellipothunnaavaa
2842,"01:47:49,823","01:47:50,033",అమ్మా,ammaa
2843,"01:47:51,304","01:47:51,654",Pass,Pass
2844,"01:48:12,203","01:48:12,554",ఛీ,chee
2845,"01:48:16,673","01:48:17,253",అరేయ్ ఏమైంది,arey yemaindhi
2846,"01:48:17,304","01:48:17,463",రా,raa
2847,"01:48:23,393","01:48:23,944",చిత్ర గారు,chithra gaaru
2848,"01:48:24,024","01:48:25,003",ఒక్కసారి నేను చెప్పేది వినండి,okkasaari nenu cheppedhi vinandi
2849,"01:48:26,913","01:48:28,294",ఇప్పుడు మా చెల్లెలు వెళ్ళిపోతే మీరు,ippudu maa chellelu vellipothe meeru
2850,"01:48:29,884","01:48:30,224",cut action,cut action
2851,"01:48:31,253","01:48:32,823",కాదండీ cut,kaadhandee cut
2852,"01:48:32,884","01:48:33,234",నీకివన్నీ,neekivannee
2853,"01:48:33,423","01:48:34,074",గలీజ్ అనిపిస్తాయి,galeej anipisthaayi
2854,"01:48:34,844","01:48:35,863",నా మాట విను కోమలి,naa maata vinu komali
2855,"01:48:36,444","01:48:37,514",నువ్వు action cut చెప్పడానికే,nuvvu action cut cheppadaanike
2856,"01:48:37,663","01:48:38,014",పనికొస్తావ్,panikosthaav
2857,"01:48:38,543","01:48:39,804",వచ్చి సినిమా పనులు చూసుకో,vachhi sinimaa panulu choosuko
2858,"01:48:41,724","01:48:42,203",చిత్ర గారు,chithra gaaru
2859,"01:48:43,764","01:48:44,583",చిత్ర గారు ఒక్కసారి,chithra gaaru okkasaari
2860,"01:48:45,163","01:48:45,264",చి,chi
2861,"01:48:46,243","01:48:46,854",చిత్ర గారు,chithra gaaru
2862,"01:49:05,353","01:49:06,163",బాధపడకక్కా ఆడపిల్ల,baadhapadakakkaa aadapilla
2863,"01:49:06,224","01:49:06,574",అన్నాక,annaaka
2864,"01:49:06,863","01:49:07,213",అత్తగారింటికి,aththagaarintiki
2865,"01:49:07,524","01:49:08,234",వెళ్ళక తప్పులేదా,vellaka thappuledhaa
2866,"01:49:08,684","01:49:09,083",ఏమైంది అన్నా,yemaindhi annaa
2867,"01:49:09,884","01:49:10,494",అరే వెళ్తున్నావా,are velthunnaavaa
2868,"01:49:10,804","01:49:11,024",చిత్ర,chithra
2869,"01:49:12,363","01:49:12,713",మాట్లాడతామ్మా,maatlaadathaammaa
2870,"01:49:14,583","01:49:16,484",ఇవాళ ఉంటున్నావ్ కదరా ఉంటున్నా అమ్మ,ivaala untunnaav kadharaa untunnaa amma
2871,"01:49:17,014","01:49:17,804",ఉంటున్నావా ఉంటున్నావా,untunnaavaa untunnaavaa
2872,"01:49:27,653","01:49:28,594",అబ్బా అనవసరం,abbaa anavasaram
2873,"01:49:28,644","01:49:29,084",గా అరిచానురా,gaa arichaanuraa
2874,"01:49:38,233","01:49:38,833",హా ఎన్ని,haa yenni
2875,"01:49:38,884","01:49:41,594",రోజులు తల్లి కూతురు కలిసే ఉన్నారు కూతురేమో,rojulu thalli koothuru kalise unnaaru koothuremo
2876,"01:49:41,844","01:49:42,194",వెళ్ళిపోయింది,vellipoyindhi
2877,"01:49:43,123","01:49:43,614",ఆ కొడుకా,aa kodukaa
2878,"01:49:44,083","01:49:45,884",ఫోన్ చేయడు ఫోన్ కూడా ఎత్తడు,phon cheyadu phon koodaa yeththadu
2879,"01:49:46,524","01:49:47,814",సుభద్ర ఒంటరిది అయింది,subhadhra ontaridhi ayindhi
2880,"01:49:49,043","01:49:50,494",కోమల్ గాడా అదోలా,komal gaadaa adholaa
2881,"01:49:50,783","01:49:51,104",ఉంటాడు,untaadu
2882,"01:49:51,543","01:49:52,794",ఎవరితో ప్రేమగా కూడా మాట్లాడడు,yevaritho premagaa koodaa maatlaadadu
2883,"01:49:53,304","01:49:57,894",హ్మ్ ఆ మధ్య నేను కాలు ఎరిగి కుంటుతూ నడుస్తూ ఉంటే చూసి కూడా ఏమైందని,hma్ aa madhya nenu kaalu yerigi kuntuthoo nadusthoo unte choosi koodaa yemaindhani
2884,"01:49:58,064","01:49:58,414",అడగలేదు,adagaledhu
2885,"01:49:58,944","01:49:59,363",పాపం,paapam
2886,"01:49:59,944","01:50:00,994",ఏంటో ఈవిడ పరిస్థితి,yento eevida paristhithi
2887,"01:50:01,423","01:50:02,334",హాస్పిటల్ పాలైతే,haaspital paalaithe
2888,"01:50:02,844","01:50:03,194",పలకరించే,palakarinche
2889,"01:50:03,444","01:50:04,384",దిక్కు కూడా లేదు,dhikku koodaa ledhu
2890,"01:50:05,313","01:50:06,003",పాపం ఒక్కతే,paapam okkathe
2891,"01:50:06,064","01:50:06,923",అయిపోయింది ఇప్పుడు,ayipoyindhi ippudu
2892,"01:50:30,134","01:50:30,943",రేయ్ ఆ,rey aa
2893,"01:50:30,993","01:50:31,184",అమ్మా,ammaa
2894,"01:50:32,764","01:50:34,054",నువ్వు బిజీ ఉంటావని తెలుసు,nuvvu bijee untaavani thelusu
2895,"01:50:34,844","01:50:35,944",ఎప్పుడైనా ఫ్రీ ఉంటే,yeppudainaa phree unte
